Country Code,Country Name,year,tem_change
PRK,Democratic People's Republic of Korea,1989,1.199
COD,Democratic Republic of the Congo,1989,-0.269
DNK,Denmark,1989,1.799
DJI,Djibouti,1989,-0.036
DMA,Dominica,1989,-0.216
DOM,Dominican Republic,1989,0.288
ECU,Ecuador,1989,-0.007
EGY,Egypt,1989,-0.294
SLV,El Salvador,1989,0.26
GNQ,Equatorial Guinea,1989,0.033
ERI,Eritrea,1989,
EST,Estonia,1989,
SWZ,Eswatini,1989,0.172
ETH,Ethiopia,1989,
,Ethiopia PDR,1989,0.117
FLK,Falkland Islands (Malvinas),1989,
FRO,Faroe Islands,1989,0.498
FJI,Fiji,1989,0.235
FIN,Finland,1989,2.191
FRA,France,1989,1.258
,French Guiana,1989,0.052
PYF,French Polynesia,1989,0.203
,French Southern and Antarctic Territories,1989,0.603
GAB,Gabon,1989,-0.105
GMB,Gambia,1989,0.689
GEO,Georgia,1989,
DEU,Germany,1989,1.489
GHA,Ghana,1989,0.268
GIB,Gibraltar,1989,0.975
GRC,Greece,1989,-0.148
GRL,Greenland,1989,-1.481
GRD,Grenada,1989,-0.194
GLP,Guadeloupe,1989,-0.19
GTM,Guatemala,1989,0.218
GIN,Guinea,1989,0.11
GNB,Guinea-Bissau,1989,0.522
GUY,Guyana,1989,0.055
HTI,Haiti,1989,0.389
VAT,Holy See,1989,0.104
HND,Honduras,1989,0.269
HUN,Hungary,1989,0.885
ISL,Iceland,1989,-0.284
IND,India,1989,-0.083
IDN,Indonesia,1989,0.053
IRN,Iran (Islamic Republic of),1989,0.207
IRQ,Iraq,1989,0.119
IRL,Ireland,1989,1.03
IMN,Isle of Man,1989,1.089
ISR,Israel,1989,-0.171
ITA,Italy,1989,0.405
JAM,Jamaica,1989,0.561
JPN,Japan,1989,0.55
JOR,Jordan,1989,-0.104
KAZ,Kazakhstan,1989,
KEN,Kenya,1989,-0.107
KIR,Kiribati,1989,-0.181
KWT,Kuwait,1989,0.159
KGZ,Kyrgyzstan,1989,
LAO,Lao People's Democratic Republic,1989,0.246
LVA,Latvia,1989,
LBN,Lebanon,1989,0.156
LSO,Lesotho,1989,-0.014
LBR,Liberia,1989,0.25
LBY,Libya,1989,-0.042
LIE,Liechtenstein,1989,1.103
LTU,Lithuania,1989,
LUX,Luxembourg,1989,
MDG,Madagascar,1989,-0.012
MWI,Malawi,1989,0.036
MYS,Malaysia,1989,0.15
MDV,Maldives,1989,0.077
MLI,Mali,1989,0.093
MLT,Malta,1989,0.162
MHL,Marshall Islands,1989,
MTQ,Martinique,1989,-0.197
MRT,Mauritania,1989,0.631
MUS,Mauritius,1989,-0.038
MYT,Mayotte,1989,-0.107
MEX,Mexico,1989,0.454
FSM,Micronesia (Federated States of),1989,
MID,Midway Island,1989,
MCO,Monaco,1989,0.883
MNG,Mongolia,1989,1.364
MNE,Montenegro,1989,
MSR,Montserrat,1989,-0.2
MAR,Morocco,1989,0.653
MOZ,Mozambique,1989,0.067
MMR,Myanmar,1989,0.294
NAM,Namibia,1989,-0.41
NRU,Nauru,1989,0.093
NPL,Nepal,1989,0.006
NLD,Netherlands,1989,1.538
ANT,Netherlands Antilles (former),1989,-0.11
NCL,New Caledonia,1989,0.221
NZL,New Zealand,1989,0.764
NIC,Nicaragua,1989,0.208
NER,Niger,1989,-0.378
NGA,Nigeria,1989,-0.371
NIU,Niue,1989,0.324
NFK,Norfolk Island,1989,0.497
MKD,North Macedonia,1989,
NOR,Norway,1989,1.745
OMN,Oman,1989,-0.367
,Pacific Islands Trust Territory,1989,0.117
PAK,Pakistan,1989,-0.393
PLW,Palau,1989,
PSE,Palestine,1989,-0.163
PAN,Panama,1989,-0.008
PNG,Papua New Guinea,1989,0.342
PRY,Paraguay,1989,-0.059
PER,Peru,1989,0.09
PHL,Philippines,1989,0.314
,Pitcairn Islands,1989,0.402
POL,Poland,1989,1.691
PRT,Portugal,1989,1.129
PRI,Puerto Rico,1989,-0.056
QAT,Qatar,1989,0.043
KOR,Republic of Korea,1989,0.757
MDA,Republic of Moldova,1989,
REU,Réunion,1989,0.29
ROU,Romania,1989,0.749
RUS,Russian Federation,1989,
RWA,Rwanda,1989,-0.122
SHN,"Saint Helena, Ascension and Tristan da Cunha",1989,0.169
KNA,Saint Kitts and Nevis,1989,-0.2
LCA,Saint Lucia,1989,-0.152
SPM,Saint Pierre and Miquelon,1989,-0.373
VCT,Saint Vincent and the Grenadines,1989,-0.194
WSM,Samoa,1989,0.043
SMR,San Marino,1989,0.304
STP,Sao Tome and Principe,1989,-0.176
SAU,Saudi Arabia,1989,-0.132
SEN,Senegal,1989,0.561
SRB,Serbia,1989,
SCG,Serbia and Montenegro,1989,
SYC,Seychelles,1989,0.052
SLE,Sierra Leone,1989,0.152
SGP,Singapore,1989,0.108
SVK,Slovakia,1989,
SVN,Slovenia,1989,
SLB,Solomon Islands,1989,0.116
SOM,Somalia,1989,0.093
ZAF,South Africa,1989,-0.067
SGS,South Georgia and the South Sandwich Islands,1989,0.752
SSD,South Sudan,1989,
ESP,Spain,1989,1.027
LKA,Sri Lanka,1989,0.336
SDN,Sudan,1989,
,Sudan (former),1989,-0.159
SUR,Suriname,1989,0.157
SJM,Svalbard and Jan Mayen Islands,1989,-0.768
SWE,Sweden,1989,1.999
CHE,Switzerland,1989,1.141
SYR,Syrian Arab Republic,1989,0.372
TJK,Tajikistan,1989,
THA,Thailand,1989,0.301
TLS,Timor-Leste,1989,
TGO,Togo,1989,0.114
TKL,Tokelau,1989,0.12
TON,Tonga,1989,0.483
TTO,Trinidad and Tobago,1989,-0.069
TUN,Tunisia,1989,0.614
TUR,Turkey,1989,0.33
TKM,Turkmenistan,1989,
TCA,Turks and Caicos Islands,1989,0.351
TUV,Tuvalu,1989,-0.193
UGA,Uganda,1989,-0.012
UKR,Ukraine,1989,
ARE,United Arab Emirates,1989,-0.312
,United Kingdom,1989,1.13
TZA,United Republic of Tanzania,1989,-0.168
USA,United States of America,1989,0.325
VIR,United States Virgin Islands,1989,-0.125
URY,Uruguay,1989,0.731
,USSR,1989,0.996
UZB,Uzbekistan,1989,
VUT,Vanuatu,1989,0.198
VEN,Venezuela (Bolivarian Republic of),1989,-0.197
VNM,Viet Nam,1989,-0.026
WAK,Wake Island,1989,-0.054
WLF,Wallis and Futuna Islands,1989,0.039
ESH,Western Sahara,1989,0.759
YEM,Yemen,1989,0.36
,Yugoslav SFR,1989,0.408
ZMB,Zambia,1989,0.144
ZWE,Zimbabwe,1989,0.208
X01,World,1989,0.326
X06,Africa,1989,-0.019
,Eastern Africa,1989,0.033
,Middle Africa,1989,-0.203
,Northern Africa,1989,0.1
,Southern Africa,1989,-0.226
,Western Africa,1989,0.05
X21,Americas,1989,0.188
,Northern America,1989,0.147
,Central America,1989,0.397
,Caribbean,1989,0.454
,South America,1989,0.203
,Asia,1989,0.259
,Central Asia,1989,
,Eastern Asia,1989,0.565
,Southern Asia,1989,-0.042
,South-Eastern Asia,1989,0.154
,Western Asia,1989,0.029
,Europe,1989,1.035
,Eastern Europe,1989,1.0
,Northern Europe,1989,1.657
,Southern Europe,1989,0.631
,Western Europe,1989,1.333
,Oceania,1989,0.143
,Australia and New Zealand,1989,0.131
,Melanesia,1989,0.319
,Micronesia,1989,0.025
,Polynesia,1989,0.178
,European Union,1989,1.262
,Least Developed Countries,1989,-0.017
,Land Locked Developing Countries,1989,0.13
,Small Island Developing States,1989,0.28
,Low Income Food Deficit Countries,1989,-0.05
,Net Food Importing Developing Countries,1989,0.037
,Annex I countries,1989,0.581
,Non-Annex I countries,1989,0.14
,OECD,1989,0.327
AFG,Afghanistan,1990,0.766
ALB,Albania,1990,0.846
DZA,Algeria,1990,1.314
ASM,American Samoa,1990,0.52
AND,Andorra,1990,1.734
AGO,Angola,1990,0.737
AIA,Anguilla,1990,0.244
ATA,Antarctica,1990,0.289
ATG,Antigua and Barbuda,1990,0.219
ARG,Argentina,1990,0.42
ARM,Armenia,1990,
ABW,Aruba,1990,0.286
AUS,Australia,1990,0.495
AUT,Austria,1990,1.27
AZE,Azerbaijan,1990,
BHS,Bahamas,1990,0.857
BHR,Bahrain,1990,0.437
BGD,Bangladesh,1990,-0.153
BRB,Barbados,1990,0.296
BLR,Belarus,1990,
BEL,Belgium,1990,
,Belgium-Luxembourg,1990,1.487
BLZ,Belize,1990,0.494
BEN,Benin,1990,0.645
BTN,Bhutan,1990,-0.1
BOL,Bolivia (Plurinational State of),1990,0.26
BIH,Bosnia and Herzegovina,1990,
BWA,Botswana,1990,0.88
BRA,Brazil,1990,0.452
VGB,British Virgin Islands,1990,0.285
BRN,Brunei Darussalam,1990,0.524
BGR,Bulgaria,1990,0.793
BFA,Burkina Faso,1990,0.601
BDI,Burundi,1990,0.316
CPV,Cabo Verde,1990,1.171
KHM,Cambodia,1990,0.579
CMR,Cameroon,1990,0.637
CAN,Canada,1990,0.086
CYM,Cayman Islands,1990,0.961
CAF,Central African Republic,1990,0.302
TCD,Chad,1990,0.466
CHA,Channel Islands,1990,1.488
CHL,Chile,1990,0.191
CHN,China,1990,0.847
HKG,"China, Hong Kong SAR",1990,0.292
MAC,"China, Macao SAR",1990,0.292
,"China, mainland",1990,0.849
TWN,"China, Taiwan Province of",1990,0.377
CXR,Christmas Island,1990,0.565
CCK,Cocos (Keeling) Islands,1990,0.303
COL,Colombia,1990,0.322
COM,Comoros,1990,0.243
COG,Congo,1990,0.016
COK,Cook Islands,1990,0.393
CRI,Costa Rica,1990,0.443
CIV,Côte d'Ivoire,1990,0.569
HRV,Croatia,1990,
CUB,Cuba,1990,0.772
CYP,Cyprus,1990,0.062
CZE,Czechia,1990,
,Czechoslovakia,1990,1.266
PRK,Democratic People's Republic of Korea,1990,1.293
COD,Democratic Republic of the Congo,1990,0.07
DNK,Denmark,1990,1.835
DJI,Djibouti,1990,0.603
DMA,Dominica,1990,0.255
DOM,Dominican Republic,1990,0.604
ECU,Ecuador,1990,0.511
EGY,Egypt,1990,-0.162
SLV,El Salvador,1990,0.484
GNQ,Equatorial Guinea,1990,0.196
ERI,Eritrea,1990,
EST,Estonia,1990,
SWZ,Eswatini,1990,0.314
ETH,Ethiopia,1990,
,Ethiopia PDR,1990,0.661
FLK,Falkland Islands (Malvinas),1990,
FRO,Faroe Islands,1990,0.766
FJI,Fiji,1990,0.398
FIN,Finland,1990,1.265
FRA,France,1990,1.563
,French Guiana,1990,0.337
PYF,French Polynesia,1990,0.408
,French Southern and Antarctic Territories,1990,
GAB,Gabon,1990,0.104
GMB,Gambia,1990,1.232
GEO,Georgia,1990,
DEU,Germany,1990,1.571
GHA,Ghana,1990,0.544
GIB,Gibraltar,1990,1.264
GRC,Greece,1990,0.41
GRL,Greenland,1990,-0.348
GRD,Grenada,1990,0.196
GLP,Guadeloupe,1990,0.245
GTM,Guatemala,1990,0.401
GIN,Guinea,1990,0.655
GNB,Guinea-Bissau,1990,1.064
GUY,Guyana,1990,0.606
HTI,Haiti,1990,0.72
VAT,Holy See,1990,1.075
HND,Honduras,1990,0.332
HUN,Hungary,1990,1.095
ISL,Iceland,1990,0.055
IND,India,1990,-0.146
IDN,Indonesia,1990,0.142
IRN,Iran (Islamic Republic of),1990,0.711
IRQ,Iraq,1990,0.333
IRL,Ireland,1990,0.803
IMN,Isle of Man,1990,0.894
ISR,Israel,1990,-0.123
ITA,Italy,1990,1.121
JAM,Jamaica,1990,0.601
JPN,Japan,1990,1.125
JOR,Jordan,1990,-0.076
KAZ,Kazakhstan,1990,
KEN,Kenya,1990,0.047
KIR,Kiribati,1990,0.238
KWT,Kuwait,1990,0.459
KGZ,Kyrgyzstan,1990,
LAO,Lao People's Democratic Republic,1990,0.439
LVA,Latvia,1990,
LBN,Lebanon,1990,0.111
LSO,Lesotho,1990,0.353
LBR,Liberia,1990,0.482
LBY,Libya,1990,0.627
LIE,Liechtenstein,1990,1.324
LTU,Lithuania,1990,
LUX,Luxembourg,1990,
MDG,Madagascar,1990,0.041
MWI,Malawi,1990,0.525
MYS,Malaysia,1990,0.533
MDV,Maldives,1990,0.656
MLI,Mali,1990,0.89
MLT,Malta,1990,1.188
MHL,Marshall Islands,1990,
MTQ,Martinique,1990,0.273
MRT,Mauritania,1990,1.345
MUS,Mauritius,1990,0.119
MYT,Mayotte,1990,0.259
MEX,Mexico,1990,0.243
FSM,Micronesia (Federated States of),1990,
MID,Midway Island,1990,
MCO,Monaco,1990,1.261
MNG,Mongolia,1990,1.559
MNE,Montenegro,1990,
MSR,Montserrat,1990,0.219
MAR,Morocco,1990,1.372
MOZ,Mozambique,1990,0.324
MMR,Myanmar,1990,0.2
NAM,Namibia,1990,0.638
NRU,Nauru,1990,-0.286
NPL,Nepal,1990,-0.095
NLD,Netherlands,1990,1.563
ANT,Netherlands Antilles (former),1990,0.28
NCL,New Caledonia,1990,0.506
NZL,New Zealand,1990,0.606
NIC,Nicaragua,1990,0.375
NER,Niger,1990,0.528
NGA,Nigeria,1990,0.637
NIU,Niue,1990,0.422
NFK,Norfolk Island,1990,0.467
MKD,North Macedonia,1990,
NOR,Norway,1990,1.524
OMN,Oman,1990,0.077
,Pacific Islands Trust Territory,1990,0.336
PAK,Pakistan,1990,0.302
PLW,Palau,1990,
PSE,Palestine,1990,-0.12
PAN,Panama,1990,0.334
PNG,Papua New Guinea,1990,0.3
PRY,Paraguay,1990,0.063
PER,Peru,1990,0.331
PHL,Philippines,1990,0.398
,Pitcairn Islands,1990,0.18
POL,Poland,1990,1.712
PRT,Portugal,1990,1.408
PRI,Puerto Rico,1990,0.369
QAT,Qatar,1990,0.433
KOR,Republic of Korea,1990,1.205
MDA,Republic of Moldova,1990,
REU,Réunion,1990,0.295
ROU,Romania,1990,1.099
RUS,Russian Federation,1990,
RWA,Rwanda,1990,0.316
SHN,"Saint Helena, Ascension and Tristan da Cunha",1990,0.851
KNA,Saint Kitts and Nevis,1990,0.219
LCA,Saint Lucia,1990,0.247
SPM,Saint Pierre and Miquelon,1990,-0.701
VCT,Saint Vincent and the Grenadines,1990,0.196
WSM,Samoa,1990,0.491
SMR,San Marino,1990,1.03
STP,Sao Tome and Principe,1990,
SAU,Saudi Arabia,1990,0.075
SEN,Senegal,1990,1.189
SRB,Serbia,1990,
SCG,Serbia and Montenegro,1990,
SYC,Seychelles,1990,0.434
SLE,Sierra Leone,1990,0.457
SGP,Singapore,1990,
SVK,Slovakia,1990,
SVN,Slovenia,1990,
SLB,Solomon Islands,1990,0.535
SOM,Somalia,1990,0.305
ZAF,South Africa,1990,0.297
SGS,South Georgia and the South Sandwich Islands,1990,0.515
SSD,South Sudan,1990,
ESP,Spain,1990,1.442
LKA,Sri Lanka,1990,0.706
SDN,Sudan,1990,
,Sudan (former),1990,0.492
SUR,Suriname,1990,0.35
SJM,Svalbard and Jan Mayen Islands,1990,1.632
SWE,Sweden,1990,1.695
CHE,Switzerland,1990,1.418
SYR,Syrian Arab Republic,1990,0.207
TJK,Tajikistan,1990,
THA,Thailand,1990,0.515
TLS,Timor-Leste,1990,-0.703
TGO,Togo,1990,0.628
TKL,Tokelau,1990,0.539
TON,Tonga,1990,0.424
TTO,Trinidad and Tobago,1990,0.231
TUN,Tunisia,1990,1.556
TUR,Turkey,1990,-0.071
TKM,Turkmenistan,1990,
TCA,Turks and Caicos Islands,1990,0.667
TUV,Tuvalu,1990,0.151
UGA,Uganda,1990,0.326
UKR,Ukraine,1990,
ARE,United Arab Emirates,1990,0.279
,United Kingdom,1990,1.0
TZA,United Republic of Tanzania,1990,0.117
USA,United States of America,1990,0.672
VIR,United States Virgin Islands,1990,0.285
URY,Uruguay,1990,0.564
,USSR,1990,1.242
UZB,Uzbekistan,1990,
VUT,Vanuatu,1990,0.491
VEN,Venezuela (Bolivarian Republic of),1990,0.222
VNM,Viet Nam,1990,0.342
WAK,Wake Island,1990,-0.083
WLF,Wallis and Futuna Islands,1990,0.385
ESH,Western Sahara,1990,1.323
YEM,Yemen,1990,0.46
,Yugoslav SFR,1990,0.999
ZMB,Zambia,1990,0.741
ZWE,Zimbabwe,1990,0.544
X01,World,1990,0.636
X06,Africa,1990,0.574
,Eastern Africa,1990,0.372
,Middle Africa,1990,0.334
,Northern Africa,1990,0.765
,Southern Africa,1990,0.53
,Western Africa,1990,0.793
X21,Americas,1990,0.371
,Northern America,1990,0.363
,Central America,1990,0.272
,Caribbean,1990,0.683
,South America,1990,0.389
,Asia,1990,0.527
,Central Asia,1990,
,Eastern Asia,1990,0.958
,Southern Asia,1990,0.219
,South-Eastern Asia,1990,0.285
,Western Asia,1990,0.126
,Europe,1990,1.257
,Eastern Europe,1990,1.244
,Northern Europe,1990,1.323
,Southern Europe,1990,1.164
,Western Europe,1990,1.536
,Oceania,1990,0.488
,Australia and New Zealand,1990,0.499
,Melanesia,1990,0.327
,Micronesia,1990,0.301
,Polynesia,1990,0.437
,European Union,1990,1.36
,Least Developed Countries,1990,0.494
,Land Locked Developing Countries,1990,0.681
,Small Island Developing States,1990,0.461
,Low Income Food Deficit Countries,1990,0.394
,Net Food Importing Developing Countries,1990,0.526
,Annex I countries,1990,0.813
,Non-Annex I countries,1990,0.507
,OECD,1990,0.509
AFG,Afghanistan,1991,-0.178
ALB,Albania,1991,-0.238
DZA,Algeria,1991,0.078
ASM,American Samoa,1991,0.848
AND,Andorra,1991,0.219
AGO,Angola,1991,0.325
AIA,Anguilla,1991,0.28
ATA,Antarctica,1991,0.678
ATG,Antigua and Barbuda,1991,0.294
ARG,Argentina,1991,0.233
ARM,Armenia,1991,
ABW,Aruba,1991,0.501
AUS,Australia,1991,0.778
AUT,Austria,1991,0.135
AZE,Azerbaijan,1991,
BHS,Bahamas,1991,0.864
BHR,Bahrain,1991,-0.251
BGD,Bangladesh,1991,-0.043
BRB,Barbados,1991,0.371
BLR,Belarus,1991,
BEL,Belgium,1991,
,Belgium-Luxembourg,1991,0.257
BLZ,Belize,1991,0.684
BEN,Benin,1991,0.38
BTN,Bhutan,1991,0.097
BOL,Bolivia (Plurinational State of),1991,0.573
BIH,Bosnia and Herzegovina,1991,
BWA,Botswana,1991,0.14
BRA,Brazil,1991,0.458
VGB,British Virgin Islands,1991,0.279
BRN,Brunei Darussalam,1991,0.398
BGR,Bulgaria,1991,-0.154
BFA,Burkina Faso,1991,0.532
BDI,Burundi,1991,-0.133
CPV,Cabo Verde,1991,0.478
KHM,Cambodia,1991,0.509
CMR,Cameroon,1991,0.612
CAN,Canada,1991,0.34
CYM,Cayman Islands,1991,0.942
CAF,Central African Republic,1991,0.507
TCD,Chad,1991,0.562
CHA,Channel Islands,1991,0.062
CHL,Chile,1991,0.062
CHN,China,1991,0.514
HKG,"China, Hong Kong SAR",1991,0.735
MAC,"China, Macao SAR",1991,0.735
,"China, mainland",1991,0.514
TWN,"China, Taiwan Province of",1991,0.613
CXR,Christmas Island,1991,0.285
CCK,Cocos (Keeling) Islands,1991,0.418
COL,Colombia,1991,0.44
COM,Comoros,1991,0.388
COG,Congo,1991,0.104
COK,Cook Islands,1991,0.523
CRI,Costa Rica,1991,0.494
CIV,Côte d'Ivoire,1991,0.457
HRV,Croatia,1991,
CUB,Cuba,1991,0.841
CYP,Cyprus,1991,0.353
CZE,Czechia,1991,
,Czechoslovakia,1991,0.099
PRK,Democratic People's Republic of Korea,1991,0.557
COD,Democratic Republic of the Congo,1991,0.13
DNK,Denmark,1991,0.616
DJI,Djibouti,1991,0.534
DMA,Dominica,1991,0.222
DOM,Dominican Republic,1991,0.334
ECU,Ecuador,1991,0.469
EGY,Egypt,1991,0.358
SLV,El Salvador,1991,0.568
GNQ,Equatorial Guinea,1991,
ERI,Eritrea,1991,
EST,Estonia,1991,
SWZ,Eswatini,1991,0.559
ETH,Ethiopia,1991,
,Ethiopia PDR,1991,0.572
FLK,Falkland Islands (Malvinas),1991,
FRO,Faroe Islands,1991,1.077
FJI,Fiji,1991,0.254
FIN,Finland,1991,1.15
FRA,France,1991,0.224
,French Guiana,1991,0.377
PYF,French Polynesia,1991,0.343
,French Southern and Antarctic Territories,1991,0.786
GAB,Gabon,1991,0.043
GMB,Gambia,1991,0.925
GEO,Georgia,1991,
DEU,Germany,1991,0.287
GHA,Ghana,1991,0.417
GIB,Gibraltar,1991,0.193
GRC,Greece,1991,-0.157
GRL,Greenland,1991,-0.292
GRD,Grenada,1991,0.3
GLP,Guadeloupe,1991,0.26
GTM,Guatemala,1991,0.706
GIN,Guinea,1991,0.691
GNB,Guinea-Bissau,1991,0.873
GUY,Guyana,1991,0.196
HTI,Haiti,1991,0.649
VAT,Holy See,1991,-0.092
HND,Honduras,1991,0.568
HUN,Hungary,1991,-0.033
ISL,Iceland,1991,0.659
IND,India,1991,0.114
IDN,Indonesia,1991,0.221
IRN,Iran (Islamic Republic of),1991,0.358
IRQ,Iraq,1991,0.556
IRL,Ireland,1991,0.181
IMN,Isle of Man,1991,0.164
ISR,Israel,1991,0.4
ITA,Italy,1991,0.012
JAM,Jamaica,1991,0.676
JPN,Japan,1991,0.718
JOR,Jordan,1991,0.463
KAZ,Kazakhstan,1991,
KEN,Kenya,1991,0.34
KIR,Kiribati,1991,0.316
KWT,Kuwait,1991,0.54
KGZ,Kyrgyzstan,1991,
LAO,Lao People's Democratic Republic,1991,0.698
LVA,Latvia,1991,
LBN,Lebanon,1991,0.469
LSO,Lesotho,1991,0.528
LBR,Liberia,1991,0.475
LBY,Libya,1991,0.314
LIE,Liechtenstein,1991,0.203
LTU,Lithuania,1991,
LUX,Luxembourg,1991,
MDG,Madagascar,1991,0.295
MWI,Malawi,1991,0.102
MYS,Malaysia,1991,0.448
MDV,Maldives,1991,0.69
MLI,Mali,1991,0.669
MLT,Malta,1991,0.097
MHL,Marshall Islands,1991,-0.022
MTQ,Martinique,1991,0.211
MRT,Mauritania,1991,0.767
MUS,Mauritius,1991,0.392
MYT,Mayotte,1991,0.403
MEX,Mexico,1991,0.237
FSM,Micronesia (Federated States of),1991,-0.014
MID,Midway Island,1991,
MCO,Monaco,1991,0.085
MNG,Mongolia,1991,1.106
MNE,Montenegro,1991,
MSR,Montserrat,1991,0.294
MAR,Morocco,1991,0.121
MOZ,Mozambique,1991,0.264
MMR,Myanmar,1991,0.489
NAM,Namibia,1991,0.138
NRU,Nauru,1991,-0.112
NPL,Nepal,1991,-0.007
NLD,Netherlands,1991,0.263
ANT,Netherlands Antilles (former),1991,0.356
NCL,New Caledonia,1991,0.085
NZL,New Zealand,1991,0.0
NIC,Nicaragua,1991,0.537
NER,Niger,1991,0.956
NGA,Nigeria,1991,0.676
NIU,Niue,1991,0.665
NFK,Norfolk Island,1991,0.112
MKD,North Macedonia,1991,
NOR,Norway,1991,0.98
OMN,Oman,1991,-0.34
,Pacific Islands Trust Territory,1991,
PAK,Pakistan,1991,-0.339
PLW,Palau,1991,
PSE,Palestine,1991,0.41
PAN,Panama,1991,0.468
PNG,Papua New Guinea,1991,0.2
PRY,Paraguay,1991,0.714
PER,Peru,1991,0.48
PHL,Philippines,1991,0.361
,Pitcairn Islands,1991,-0.243
POL,Poland,1991,0.414
PRT,Portugal,1991,0.456
PRI,Puerto Rico,1991,0.268
QAT,Qatar,1991,-0.114
KOR,Republic of Korea,1991,0.257
MDA,Republic of Moldova,1991,
REU,Réunion,1991,0.427
ROU,Romania,1991,0.034
RUS,Russian Federation,1991,
RWA,Rwanda,1991,-0.132
SHN,"Saint Helena, Ascension and Tristan da Cunha",1991,0.652
KNA,Saint Kitts and Nevis,1991,0.294
LCA,Saint Lucia,1991,0.263
SPM,Saint Pierre and Miquelon,1991,-0.761
VCT,Saint Vincent and the Grenadines,1991,0.3
WSM,Samoa,1991,0.736
SMR,San Marino,1991,-0.054
STP,Sao Tome and Principe,1991,
SAU,Saudi Arabia,1991,0.337
SEN,Senegal,1991,0.808
SRB,Serbia,1991,
SCG,Serbia and Montenegro,1991,
SYC,Seychelles,1991,0.606
SLE,Sierra Leone,1991,0.572
SGP,Singapore,1991,
SVK,Slovakia,1991,
SVN,Slovenia,1991,
SLB,Solomon Islands,1991,0.185
SOM,Somalia,1991,0.398
ZAF,South Africa,1991,0.34
SGS,South Georgia and the South Sandwich Islands,1991,0.003
SSD,South Sudan,1991,
ESP,Spain,1991,0.205
LKA,Sri Lanka,1991,0.659
SDN,Sudan,1991,
,Sudan (former),1991,0.507
SUR,Suriname,1991,0.383
SJM,Svalbard and Jan Mayen Islands,1991,1.317
SWE,Sweden,1991,1.026
CHE,Switzerland,1991,0.324
SYR,Syrian Arab Republic,1991,0.525
TJK,Tajikistan,1991,
THA,Thailand,1991,0.652
TLS,Timor-Leste,1991,
TGO,Togo,1991,0.299
TKL,Tokelau,1991,1.05
TON,Tonga,1991,0.392
TTO,Trinidad and Tobago,1991,0.381
TUN,Tunisia,1991,0.096
TUR,Turkey,1991,0.221
TKM,Turkmenistan,1991,
TCA,Turks and Caicos Islands,1991,
TUV,Tuvalu,1991,0.478
UGA,Uganda,1991,0.191
UKR,Ukraine,1991,
ARE,United Arab Emirates,1991,-0.265
,United Kingdom,1991,0.193
TZA,United Republic of Tanzania,1991,0.25
USA,United States of America,1991,0.525
VIR,United States Virgin Islands,1991,0.267
URY,Uruguay,1991,0.293
,USSR,1991,0.645
UZB,Uzbekistan,1991,
VUT,Vanuatu,1991,0.149
VEN,Venezuela (Bolivarian Republic of),1991,0.339
VNM,Viet Nam,1991,0.538
WAK,Wake Island,1991,0.371
WLF,Wallis and Futuna Islands,1991,0.326
ESH,Western Sahara,1991,0.564
YEM,Yemen,1991,
,Yugoslav SFR,1991,-0.115
ZMB,Zambia,1991,0.114
ZWE,Zimbabwe,1991,0.198
X01,World,1991,0.458
X06,Africa,1991,0.386
,Eastern Africa,1991,0.315
,Middle Africa,1991,0.317
,Northern Africa,1991,0.303
,Southern Africa,1991,0.238
,Western Africa,1991,0.712
X21,Americas,1991,0.408
,Northern America,1991,0.419
,Central America,1991,0.307
,Caribbean,1991,0.655
,South America,1991,0.408
,Asia,1991,0.39
,Central Asia,1991,
,Eastern Asia,1991,0.598
,Southern Asia,1991,0.095
,South-Eastern Asia,1991,0.397
,Western Asia,1991,0.285
,Europe,1991,0.597
,Eastern Europe,1991,0.627
,Northern Europe,1991,0.846
,Southern Europe,1991,0.07
,Western Europe,1991,0.244
,Oceania,1991,0.716
,Australia and New Zealand,1991,0.752
,Melanesia,1991,0.196
,Micronesia,1991,0.14
,Polynesia,1991,0.503
,European Union,1991,0.36
,Least Developed Countries,1991,0.433
,Land Locked Developing Countries,1991,0.567
,Small Island Developing States,1991,0.34
,Low Income Food Deficit Countries,1991,0.382
,Net Food Importing Developing Countries,1991,0.421
,Annex I countries,1991,0.555
,Non-Annex I countries,1991,0.387
,OECD,1991,0.486
AFG,Afghanistan,1992,-0.32
ALB,Albania,1992,0.122
DZA,Algeria,1992,-0.253
ASM,American Samoa,1992,0.941
AND,Andorra,1992,0.343
AGO,Angola,1992,0.435
AIA,Anguilla,1992,0.011
ATA,Antarctica,1992,0.334
ATG,Antigua and Barbuda,1992,
ARG,Argentina,1992,-0.3
ARM,Armenia,1992,-1.278
ABW,Aruba,1992,0.63
AUS,Australia,1992,0.215
AUT,Austria,1992,1.256
AZE,Azerbaijan,1992,-0.773
BHS,Bahamas,1992,0.355
BHR,Bahrain,1992,-0.576
BGD,Bangladesh,1992,-0.131
BRB,Barbados,1992,0.294
BLR,Belarus,1992,1.258
BEL,Belgium,1992,
,Belgium-Luxembourg,1992,1.013
BLZ,Belize,1992,0.411
BEN,Benin,1992,0.04
BTN,Bhutan,1992,-0.276
BOL,Bolivia (Plurinational State of),1992,0.059
BIH,Bosnia and Herzegovina,1992,0.671
BWA,Botswana,1992,0.995
BRA,Brazil,1992,0.438
VGB,British Virgin Islands,1992,0.014
BRN,Brunei Darussalam,1992,0.333
